achillea-millefolium|Consult with a healthcare professional before using yarrow for medicinal purposes
achillea-millefolium|Do not use yarrow if you are allergic to it or other members of the Asteraceae family
achillea-millefolium|Use only fresh, dried yarrow that has been properly identified and sourced
achillea-millefolium|Dilute yarrow extracts with water before use
achillea-millefolium|Do not exceed recommended dosages of yarrow
achillea-millefolium|Keep yarrow out of reach of children and pets
achillea-millefolium|Store yarrow in a cool, dry place away from direct sunlight
achillea-millefolium|Dispose of unused yarrow properly to avoid contamination
achillea-millefolium|Wash your hands before and after handling yarrow to prevent infection
achillea-millefolium|Consult with a healthcare professional if you experience any adverse reactions while using yarrow
acorus-calamus|Consult a physician before using sweet flag
acorus-calamus|Do not use sweet flag if pregnant or breastfeeding
acorus-calamus|Avoid sweet flag if allergic to it
acorus-calamus|Use only fresh sweet flag for medicinal purposes
acorus-calamus|Use sweet flag in small doses
acorus-calamus|Store sweet flag properly to maintain potency
acorus-calamus|Do not use sweet flag if you have a bleeding disorder
acorus-calamus|Be cautious when using sweet flag with other medications
acorus-calamus|Avoid sweet flag if you have liver problems or a history of alcohol abuse
acorus-calamus|Stop using sweet flag and consult a physician if symptoms worsen
aesculus-hippocastanum|Do not eat raw horse chestnuts
aesculus-hippocastanum|Dosage should be carefully calculated
aesculus-hippocastanum|May cause skin irritation
aesculus-hippocastanum|Consult with a healthcare professional before use
aesculus-hippocastanum|Not recommended for pregnant or breastfeeding women
aesculus-hippocastanum|May interact with certain medications
aesculus-hippocastanum|Do not ingest horse chestnut seeds or bark
aesculus-hippocastanum|May cause allergic reactions in some people
aesculus-hippocastanum|Long-term use can lead to dependency
aesculus-hippocastanum|Always use high-quality, fresh horse chestnuts
allium-sativum|Consult with a healthcare professional before using garlic for medicinal purposes
allium-sativum|Garlic should be taken in moderation
allium-sativum|Garlic can interact with some medications, such as blood thinners and diabetes drugs
allium-sativum|Garlic may cause adverse effects in people with certain medical conditions, such as kidney or liver disease
allium-sativum|Garlic should not be used to treat serious health problems without consulting a healthcare professional
allium-sativum|Garlic is not a substitute for proper medical care
allium-sativum|Garlic should be taken with food to minimize adverse effects
allium-sativum|Garlic may cause digestive issues in some people, such as bloating or gas
allium-sativum|Garlic can be allergenic and cause skin reactions in some individuals
allium-sativum|Garlic should not be used by pregnant or breastfeeding women without consulting a healthcare professional
aloe-vera|Don't ingest aloe vera
aloe-vera|Apply topically only
aloe-vera|Use only fresh aloe vera
aloe-vera|Avoid sunburned aloe vera
aloe-vera|Consult a healthcare provider before use
aloe-vera|Stop using aloe vera if it causes irritation
aloe-vera|Wash hands thoroughly after use
aloe-vera|Don't mix aloe vera with other medications
aloe-vera|Discard used aloe vera gel
aloe-vera|Store aloe vera in a cool, dry place
alpinia-officinarum|Consult with a healthcare professional before using galangal
alpinia-officinarum|Do not use galangal if you have certain health conditions
alpinia-officinarum|Start with a low dose and gradually increase it
alpinia-officinarum|Take galangal orally only as directed
alpinia-officinarum|Do not mix galangal with other medications
alpinia-officinarum|Keep galangal away from children and pets
alpinia-officinarum|Use caution when driving after taking galangal
alpinia-officinarum|Store galangal in a cool, dry place
alpinia-officinarum|Dispose of used galangal properly
alpinia-officinarum|Follow proper dosage instructions for specific ailments
ammi-visnaga|Consult a doctor before using visnaga for medicinal purposes
ammi-visnaga|Keep the dosage of visnaga under control
ammi-visnaga|Avoid using visnaga if you are allergic to it
ammi-visnaga|Use only high-quality visnaga
ammi-visnaga|Store visnaga properly
ammi-visnaga|Mix visnaga with water before taking it
ammi-visnaga|Take visnaga with meals
ammi-visnaga|Don't take visnaga for too long
ammi-visnaga|Stop taking visnaga if you experience side effects
ammi-visnaga|Avoid taking visnaga if you are pregnant or breastfeeding
angelica-sinensis|Consult a healthcare professional before using dong quai
angelica-sinensis|Take dong quai under medical supervision only
angelica-sinensis|Use only high-quality dong quai supplements
angelica-sinensis|Store dong quai properly to ensure its potency
angelica-sinensis|Avoid taking dong quai with blood-thinning medications
angelica-sinensis|Be aware of potential side effects from dong quai use
angelica-sinensis|Do not rely solely on dong quai for medicinal purposes
angelica-sinensis|Consult a healthcare professional about proper dosages and frequency
angelica-sinensis|Be cautious of fraudulent dong quai products sold online
angelica-sinensis|Monitor your health closely while using dong quai
apium-graveolens|Check for allergies before using
apium-graveolens|Consult with healthcare professional first
apium-graveolens|Choose fresh, organic celery
apium-graveolens|Wash thoroughly before use
apium-graveolens|Chop finely to release compounds
apium-graveolens|Steep in water to make tea
apium-graveolens|Use as directed by a medical professional
apium-graveolens|Avoid using if pregnant or breastfeeding
apium-graveolens|Keep out of reach of children and pets
apium-graveolens|Store properly in the refrigerator
arctium-lappa|Consult with a healthcare professional before taking burdock
arctium-lappa|Avoid using burdock if you have allergies to related plants such as daisies or ragweed
arctium-lappa|Take burdock in moderation and follow recommended dosages
arctium-lappa|Use only high-quality, organic burdock supplements
arctium-lappa|Be aware of potential interactions with prescription medication
arctium-lappa|Do not use burdock as a substitute for medical diagnosis or treatment
arctium-lappa|Avoid using burdock if you are pregnant or breastfeeding
arctium-lappa|Do not use burdock to treat chronic conditions without professional advice
arctium-lappa|Be aware of potential side effects such as nausea, bloating, and diarrhea
arctium-lappa|Always store burdock supplements properly and follow expiration dates
artemisia-absinthium|Consult with a doctor before using wormwood
artemisia-absinthium|Do not take wormwood if pregnant or breastfeeding
artemisia-absinthium|Take only recommended doses of wormwood
artemisia-absinthium|Avoid taking wormwood with alcohol
artemisia-absinthium|Take wormwood only for medicinal purposes
artemisia-absinthium|Keep wormwood away from children and pets
artemisia-absinthium|Do not take wormwood long-term without consulting a doctor
artemisia-absinthium|Do not take wormwood if allergic to it
artemisia-absinthium|Be aware of potential interactions with medications
artemisia-absinthium|Stop taking wormwood if experiencing any negative effects
artemisia-annua|Consult with a healthcare professional before using Sweet Annie
artemisia-annua|Follow dosage recommendations carefully
artemisia-annua|Avoid use if pregnant or breastfeeding
artemisia-annua|Do not use if allergic to artemisinin
artemisia-annua|Keep out of reach of children and pets
artemisia-annua|Store in a cool, dry place away from direct sunlight
artemisia-annua|Use only high-quality Sweet Annie supplements
artemisia-annua|Do not mix with other medications or supplements without consulting a healthcare professional
artemisia-annua|Do not use if experiencing severe side effects
artemisia-annua|Dispose of unused Sweet Annie properly
astragalus-membranaceus|Take dosage as directed
astragalus-membranaceus|Avoid allergic reactions
astragalus-membranaceus|Consult with healthcare provider
astragalus-membranaceus|Do not take if pregnant or breastfeeding
astragalus-membranaceus|Monitor blood sugar levels
astragalus-membranaceus|Discuss side effects with doctor
astragalus-membranaceus|Take Astragalus with other medications
astragalus-membranaceus|Use Astragalus for short periods only
astragalus-membranaceus|Do not use Astragalus if ill from viral infection
astragalus-membranaceus|Store Astragalus properly
atropa-belladonna|Consult with a healthcare professional before use
atropa-belladonna|Dosage must be carefully calculated
atropa-belladonna|Do not use if pregnant or breastfeeding
atropa-belladonna|Keep out of reach of children
atropa-belladonna|May cause drowsiness, dry mouth, and blurred vision
atropa-belladonna|Long-term use can lead to dependency
atropa-belladonna|Should only be used for specific conditions
atropa-belladonna|Use topically, not internally, except as directed by a healthcare professional
atropa-belladonna|Store in a cool, dry place away from direct sunlight
atropa-belladonna|If poisoning occurs, seek immediate medical attention
azadirachta-indica|Do not take Neem internally without consulting a doctor
azadirachta-indica|Do not use Neem on broken skin or open wounds
azadirachta-indica|Avoid ingesting any parts of the Neem tree other than leaves
azadirachta-indica|Consult a doctor before using Neem if you are pregnant or breastfeeding
azadirachta-indica|Do not use Neem oil directly on the skin without diluting it first
azadirachta-indica|Do not take high doses of Neem without consulting a doctor
azadirachta-indica|Do not give Neem to children without consulting a doctor
azadirachta-indica|Avoid ingesting Neem seeds or nuts
azadirachta-indica|Do not use Neem on sensitive areas such as the eyes, ears, and mouth
azadirachta-indica|Discontinue using Neem if you experience any adverse effects
barosma-betulina|Consult with doctor
barosma-betulina|Follow dosage instructions
barosma-betulina|Avoid alcohol use
barosma-betulina|Take supplements only as directed
barosma-betulina|Wash before and after use
barosma-betulina|Store properly
barosma-betulina|Don't mix with other medications
barosma-betulina|Use only fresh herb
barosma-betulina|Be aware of allergies
barosma-betulina|Stop use if symptoms worsen
bupleurum-chinense|Do not take Bupleurum if pregnant or breastfeeding
bupleurum-chinense|Consult with healthcare professional before taking Bupleurum
bupleurum-chinense|Avoid mixing Bupleurum with other medications
bupleurum-chinense|Take Bupleurum as directed by healthcare professional
bupleurum-chinense|Monitor blood pressure and liver function while taking Bupleurum
bupleurum-chinense|Do not take Bupleurum for more than recommended period
bupleurum-chinense|Store Bupleurum away from direct sunlight
bupleurum-chinense|Use Bupleurum as alternative treatment, not primary one
bupleurum-chinense|Keep Bupleurum out of reach of children and pets
bupleurum-chinense|Dispose of used Bupleurum properly
calendula-officinalis|Consult with a healthcare professional
calendula-officinalis|Do not use for serious or chronic conditions
calendula-officinalis|Avoid using if allergic to Calendula
calendula-officinalis|Use only fresh flowers and avoid stems and leaves
calendula-officinalis|Always test before ingesting or applying topically
calendula-officinalis|Dilute in a carrier oil before applying topically
calendula-officinalis|Don't use for pregnant or breastfeeding women
calendula-officinalis|Don't use for children under 2 years of age
calendula-officinalis|Keep out of reach of children and pets
calendula-officinalis|Dispose properly of unused Calendula
capsicum-annuum|Test product's potency before use
capsicum-annuum|Follow recommended dosage guidelines
capsicum-annuum|Don't apply on skin or eyes
capsicum-annuum|Use protective gear when handling Cayenne pepper
capsicum-annuum|Keep out of reach of children and pets
capsicum-annuum|Avoid using if allergic to Cayenne pepper
capsicum-annuum|Store in a cool, dry place away from direct sunlight
capsicum-annuum|Don't ingest large amounts of Cayenne pepper at once
capsicum-annuum|Discontinue use if adverse reactions occur
capsicum-annuum|Consult a healthcare professional before using Cayenne pepper for medicinal purposes
cassia-senna|Monitor liver health
cassia-senna|Consult a doctor
cassia-senna|Follow dosage instructions
cassia-senna|Avoid alcohol use
cassia-senna|Check for allergies
cassia-senna|Avoid other laxatives
cassia-senna|Drink plenty of fluids
cassia-senna|Be mindful of constipation symptoms
cassia-senna|Don't use for extended periods
cassia-senna|Discontinue use if necessary
centella-asiatica|Check for allergies
centella-asiatica|Consult with a healthcare provider
centella-asiatica|Follow recommended dosage
centella-asiatica|Use supplements only under medical supervision
centella-asiatica|Stay informed about potential side effects
centella-asiatica|Avoid using Gotu Kola while pregnant or breastfeeding
centella-asiatica|Do not use Gotu Kola with certain medications
centella-asiatica|Store Gotu Kola properly
centella-asiatica|Dispose of unused Gotu Kola safely
centella-asiatica|Always follow instructions on product labeling
chamomilla-recutita|Consult with a physician first
chamomilla-recutita|Check for allergies
chamomilla-recutita|Don't ingest large amounts
chamomilla-recutita|Use only high-quality chamomile tea
chamomilla-recutita|Avoid using chamomile on broken skin
chamomilla-recutita|Use caution when combining chamomile with other herbs or medications
chamomilla-recutita|Avoid using chamomile if pregnant or breastfeeding
chamomilla-recutita|Don't use chamomile for prolonged periods of time
chamomilla-recutita|Avoid using chamomile if you have a history of asthma or allergies
chamomilla-recutita|Always follow the recommended dosage
chrysanthemum-morifolium|Consult with a healthcare professional before using Ju Hua for any medical purpose
chrysanthemum-morifolium|Take only recommended dosage to prevent side effects
chrysanthemum-morifolium|Follow manufacturer instructions for brewing and consumption
chrysanthemum-morifolium|Store Ju Hua properly to preserve its potency
chrysanthemum-morifolium|Avoid taking Ju Hua if allergic to chrysanthemums or similar plants
chrysanthemum-morifolium|Don't take Ju Hua while pregnant, breastfeeding or trying to conceive
chrysanthemum-morifolium|Use Ju Hua only for medicinal purposes and not as a substitute for medical treatment
chrysanthemum-morifolium|Keep Ju Hua out of reach of children and pets
chrysanthemum-morifolium|Dispose of used Ju Hua properly to avoid contamination of food and water sources
chrysanthemum-morifolium|Consult with a healthcare professional if experiencing severe symptoms while using Ju Hua
cimicifuga-racemosa|Consult with a healthcare professional
cimicifuga-racemosa|Follow recommended dosage guidelines
cimicifuga-racemosa|Avoid use during pregnancy and breastfeeding
cimicifuga-racemosa|Do not take if allergic to Cimicifuga
cimicifuga-racemosa|Monitor for side effects and stop if necessary
cimicifuga-racemosa|Keep out of reach of children
cimicifuga-racemosa|Use caution when driving or operating heavy machinery
cimicifuga-racemosa|Combine with other medications only under medical supervision
cimicifuga-racemosa|Store in a cool, dry place away from direct sunlight
cimicifuga-racemosa|Dispose of properly if no longer needed
cinchona-officinalis|Do not use Cinchona without consulting a doctor
cinchona-officinalis|Be aware of potential side effects such as upset stomach and dizziness
cinchona-officinalis|Take only the recommended dosage
cinchona-officinalis|Avoid taking Cinchona with alcohol or other medications
cinchona-officinalis|Keep Cinchona out of reach of children and pets
cinchona-officinalis|Store Cinchona in a cool, dry place away from direct sunlight
cinchona-officinalis|Dispose of used Cinchona properly
cinchona-officinalis|Do not use Cinchona for more than 2 weeks at a time
cinchona-officinalis|Use only high-quality Cinchona obtained from reputable sources
cinchona-officinalis|Consult a doctor immediately if you experience any adverse reactions to Cinchona
cinnamomum-verum|Allergy Test
cinnamomum-verum|Dosage Control
cinnamomum-verum|Consult with Medical Professional
cinnamomum-verum|Avoid Pregnancy and Breastfeeding
cinnamomum-verum|Monitor Blood Sugar Levels
cinnamomum-verum|Keep Out of Reach of Children
cinnamomum-verum|Do Not Use for Long-Term Treatment
cinnamomum-verum|No Mixing with Other Medications
cinnamomum-verum|Only Buy Cinnamon from a Reputable Source
cinnamomum-verum|Store in Airtight Container
citrus-limon|Avoid ingesting large amounts of lemon juice or peel
citrus-limon|Consult with a healthcare professional before using lemon for medicinal purposes
citrus-limon|Wash hands thoroughly after handling lemons
citrus-limon|Don't use lemon on broken skin or open wounds
citrus-limon|Use fresh, organic lemons whenever possible
citrus-limon|Use a reliable source to identify safe and effective uses of lemon for health purposes
citrus-limon|Avoid using lemon juice or oil on sensitive areas such as the eyes, ears, and nose
citrus-limon|Be cautious when using lemon for digestive issues as it can cause acid reflux in some people
citrus-limon|Store lemons properly to ensure they are fresh and safe to consume
citrus-limon|Dispose of any lemons or lemon juice used for medicinal purposes promptly
codonopsis-pilosula|Consult a Doctor
codonopsis-pilosula|Follow Dosage Instructions
codonopsis-pilosula|Avoid Pregnancy and Breastfeeding
codonopsis-pilosula|Monitor Blood Sugar Levels
codonopsis-pilosula|Don't Take with Medication
codonopsis-pilosula|Consult a Herbalist or Natural Health Practitioner
codonopsis-pilosula|Store Away from Direct Sunlight
codonopsis-pilosula|Mix with Water Before Consuming
codonopsis-pilosula|Avoid High-Risk Populations
codonopsis-pilosula|Discontinue Use if Nauseous or Dizzy
coleus-forskohlii|Consult with a healthcare provider
coleus-forskohlii|Take Coleus under medical supervision
coleus-forskohlii|Start with a low dosage and increase gradually
coleus-forskohlii|Monitor blood pressure regularly
coleus-forskohlii|Avoid taking other medications that lower blood pressure
coleus-forskohlii|Stop using Coleus if dizziness or headaches occur
coleus-forskohlii|Consult a doctor before using Coleus for heart conditions
coleus-forskohlii|Avoid using Coleus if pregnant or breastfeeding
coleus-forskohlii|Take Coleus with food to avoid stomach upset
coleus-forskohlii|Store Coleus properly and keep it away from direct sunlight
commiphora-molmol|Dosage
commiphora-molmol|Interaction
commiphora-molmol|Pregnancy
commiphora-molmol|Breastfeeding
commiphora-molmol|Allergies
commiphora-molmol|Skin irritation
commiphora-molmol|Eye irritation
commiphora-molmol|Ingestion
commiphora-molmol|Storage
commiphora-molmol|Expiration
corydalis-yanhusuo|Consult with a healthcare professional before using Corydalis (Corydalis yanhusuo) for medicinal purposes
corydalis-yanhusuo|Do not use Corydalis (Corydalis yanhusuo) if you are pregnant, breastfeeding, or trying to conceive
corydalis-yanhusuo|Do not use Corydalis (Corydalis yanhusuo) if you have a history of bleeding disorders or taking blood-thinning medications
corydalis-yanhusuo|Do not use Corydalis (Corydalis yanhusuo) if you have a history of liver disease or are currently taking medications that can damage the liver
corydalis-yanhusuo|Do not use Corydalis (Corydalis yanhusuo) if you are allergic to any of its ingredients
corydalis-yanhusuo|Always follow the recommended dosage and duration of use as directed by a healthcare professional
corydalis-yanhusuo|Store Corydalis (Corydalis yanhusuo) in a dry, dark place away from direct sunlight
corydalis-yanhusuo|Do not consume Corydalis (Corydalis yanhusuo) with alcohol or other drugs
corydalis-yanhusuo|
crataegus-oxyacantha|Always Consult With A Doctor
crataegus-oxyacantha|Avoid Large Doses
crataegus-oxyacantha|Avoid Certain Drugs
crataegus-oxyacantha|Don't Use During Pregnancy
crataegus-oxyacantha|Discontinue If Side Effects Occur
crataegus-oxyacantha|Follow Proper Administration
crataegus-oxyacantha|Monitor Blood Sugar Levels
crataegus-oxyacantha|Stay Hydrated
crataegus-oxyacantha|Avoid Extreme Cold And Heat
crataegus-oxyacantha|Store Properly
crataeva-nurvula|Consult with a doctor before using Varuna
crataeva-nurvula|Do not use Varuna if pregnant or breastfeeding
crataeva-nurvula|Take Varuna only as directed by a healthcare provider
crataeva-nurvula|Use caution when driving or operating heavy machinery after taking Varuna
crataeva-nurvula|Avoid alcohol and other drugs while taking Varuna
crataeva-nurvula|Keep Varuna out of reach of children
crataeva-nurvula|Store Varuna in a cool, dry place
crataeva-nurvula|Do not use Varuna if allergic to ingredients in the formula
crataeva-nurvula|Take Varuna with food to prevent upset stomach
crataeva-nurvula|Consult with a healthcare provider if you experience adverse reactions to Varuna
crocus-sativa|Check with your doctor
crocus-sativa|Don't take if pregnant or breastfeeding
crocus-sativa|May interact with blood thinners
crocus-sativa|May cause allergic reaction
crocus-sativa|Use only high-quality saffron
crocus-sativa|Don't take too much at once
crocus-sativa|Don't mix with alcohol
crocus-sativa|Store in a cool, dark place
crocus-sativa|Keep out of reach of children
crocus-sativa|Consult with a healthcare professional before use
curcuma-longa|Consult Doctor
curcuma-longa|No Blood Thinners
curcuma-longa|Avoid Interactions
curcuma-longa|Proper Dosage
curcuma-longa|Pregnancy Precaution
curcuma-longa|Lactose Intolerance
curcuma-longa|Digestive Issues
curcuma-longa|Kidney Disease
curcuma-longa|Liver Damage
curcuma-longa|Allergic Reactions
dioscorea-villosa|Use it with caution
dioscorea-villosa|Follow dosage instructions
dioscorea-villosa|Consult a healthcare provider
dioscorea-villosa|Avoid allergic reactions
dioscorea-villosa|Be aware of side effects
dioscorea-villosa|Don't use it for long periods
dioscorea-villosa|Combine with other medications
dioscorea-villosa|Store properly
dioscorea-villosa|Use only high-quality supplements
dioscorea-villosa|Consult before using for pregnant or breastfeeding women
echinacea-angustifolia|Consult with a healthcare provider before using Echinacea to treat any medical condition
echinacea-angustifolia|Use Echinacea only for medicinal purposes, not as a food or beverage
echinacea-angustifolia|Do not use Echinacea if you are pregnant, breastfeeding, or have a weakened immune system
echinacea-angustifolia|Take Echinacea under the direction of a healthcare provider, and follow their recommended dosage instructions
echinacea-angustifolia|Use only high-quality Echinacea products to ensure efficacy and safety
echinacea-angustifolia|Store Echinacea supplements in a cool, dry place away from direct sunlight
echinacea-angustifolia|Do not use Echinacea for more than 10 days at a time
echinacea-angustifolia|Avoid taking Echinacea alongside antibiotics or other medications without consulting with a healthcare provider
echinacea-angustifolia|Consult with a healthcare provider if you experience any adverse reactions while using Echinacea
echinacea-angustifolia|Dispose of unused Echinacea supplements properly to prevent contamination and ensure safety
elettaria-cardamomum|Consult a doctor
elettaria-cardamomum|Check for allergies
elettaria-cardamomum|Follow dosage instructions
elettaria-cardamomum|Avoid if pregnant
elettaria-cardamomum|Don't take with blood thinners
elettaria-cardamomum|Store properly
elettaria-cardamomum|Don't consume too much
elettaria-cardamomum|Combine with other medicines carefully
elettaria-cardamomum|Monitor side effects
elettaria-cardamomum|Discontinue if side effects persist
eleutherococcus-senticosus|Consult a healthcare provider
eleutherococcus-senticosus|Avoid high blood sugar medications
eleutherococcus-senticosus|Check for allergies
eleutherococcus-senticosus|Start with small doses
eleutherococcus-senticosus|Be cautious of side effects
eleutherococcus-senticosus|Take as directed by label instructions
eleutherococcus-senticosus|Monitor for drug interactions
eleutherococcus-senticosus|Keep out of reach of children
eleutherococcus-senticosus|Store in a cool, dry place
eleutherococcus-senticosus|Consult a healthcare provider before using if pregnant or breastfeeding
ephedra-sinica|Do not use if allergic to ephedra
ephedra-sinica|Take only as directed by a doctor or pharmacist
ephedra-sinica|Use for medicinal purposes only
ephedra-sinica|Do not take with alcohol or other drugs
ephedra-sinica|Do not take if pregnant, breastfeeding, or trying to conceive
ephedra-sinica|Do not take if you have heart disease or high blood pressure
ephedra-sinica|Do not take if you have a thyroid or kidney disorder
ephedra-sinica|Do not take for more than 7 days without consulting a doctor
ephedra-sinica|Do not take if you have asthma or other lung conditions
ephedra-sinica|Keep out of reach of children
eucalyptus-globulus|Consult with a doctor before using eucalyptus
eucalyptus-globulus|Dilute eucalyptus oil with water before ingesting it
eucalyptus-globulus|Do not use eucalyptus oil on broken skin
eucalyptus-globulus|Keep eucalyptus out of reach of children and pets
eucalyptus-globulus|Avoid using eucalyptus if you have a respiratory condition
eucalyptus-globulus|Do not use eucalyptus for more than 7 days at a time
eucalyptus-globulus|Use eucalyptus in moderation
eucalyptus-globulus|Do not use eucalyptus as a substitute for prescription medication
eucalyptus-globulus|Always use high-quality eucalyptus oil
eucalyptus-globulus|Store eucalyptus properly to maintain its potency
eugenia-caryophyllata|Do not ingest undiluted oil
eugenia-caryophyllata|Avoid contact with skin and eyes
eugenia-caryophyllata|Keep out of reach of children and pets
eugenia-caryophyllata|Consult a healthcare professional before use
eugenia-caryophyllata|Do not use if allergic to eugenol or cinnamon
eugenia-caryophyllata|Store in a cool, dark place
eugenia-caryophyllata|Use only high-quality oil
eugenia-caryophyllata|Dilute with carrier oil before use
eugenia-caryophyllata|Keep away from heat and open flames
eugenia-caryophyllata|Dispose of properly after use
filipendula-ulmaria|Do not use Meadowsweet if allergic to it
filipendula-ulmaria|Consult with a healthcare professional before using Meadowsweet for medicinal purposes
filipendula-ulmaria|Take Meadowsweet in small doses
filipendula-ulmaria|Use only fresh, dried Meadowsweet
filipendula-ulmaria|Do not use Meadowsweet if pregnant or breastfeeding
filipendula-ulmaria|Do not use Meadowsweet as a substitute for prescription medications
filipendula-ulmaria|Be cautious of counterfeit Meadowsweet products
filipendula-ulmaria|Store Meadowsweet properly to maintain potency
filipendula-ulmaria|Use Meadowsweet only under the guidance of a qualified herbalist
filipendula-ulmaria|Keep Meadowsweet out of reach of children and pets
gentiana-lutea|Avoid use by pregnant women
gentiana-lutea|Consult with a medical professional
gentiana-lutea|Don't drink too much of the tea or oil
gentiana-lutea|Do not exceed recommended dosage
gentiana-lutea|Store it out of direct sunlight
gentiana-lutea|Combine with other herbs and supplements cautiously
gentiana-lutea|Discontinue use if negative side effects occur
gentiana-lutea|Do not use for more than 2 weeks at a time
gentiana-lutea|Wash hands before and after ingesting
gentiana-lutea|Consult with a medical professional before using for chronic conditions
ginkgo-biloba|Don't use Ginkgo if allergic
ginkgo-biloba|Avoid blood-thinning drugs
ginkgo-biloba|Consult with healthcare provider
ginkgo-biloba|Follow recommended dosage
ginkgo-biloba|Take Ginkgo with meals
ginkgo-biloba|Be aware of potential side effects
ginkgo-biloba|Stop use if bleeding occurs
ginkgo-biloba|Keep out of reach of children
ginkgo-biloba|Avoid alcohol and caffeine
ginkgo-biloba|Store in a cool, dry place
glycyrrhiza-glabra|Consult with a doctor before taking licorice
glycyrrhiza-glabra|Do not take licorice if allergic to it
glycyrrhiza-glabra|Limit intake of licorice
glycyrrhiza-glabra|Avoid taking licorice for extended periods
glycyrrhiza-glabra|Take licorice under medical supervision
glycyrrhiza-glabra|Avoid mixing licorice with medications
glycyrrhiza-glabra|Avoid consuming alcohol while taking licorice
glycyrrhiza-glabra|Monitor blood pressure while taking licorice
glycyrrhiza-glabra|Stop taking licorice if experiencing side effects
glycyrrhiza-glabra|Store licorice in a cool, dry place to increase potency
hamamelis-virginiana|Consult with a doctor
hamamelis-virginiana|Check for allergies
hamamelis-virginiana|Use natural source only
hamamelis-virginiana|Use correctly diluted
hamamelis-virginiana|Store properly
hamamelis-virginiana|Keep out of reach of children
hamamelis-virginiana|Avoid using on broken skin
hamamelis-virginiana|Do not ingest internally
hamamelis-virginiana|Use as directed
hamamelis-virginiana|Discontinue use if symptoms worsen
harpagophytum-procumbens|Consult with a healthcare professional before taking Devils Claw
harpagophytum-procumbens|Do not use Devils Claw if pregnant or breastfeeding
harpagophytum-procumbens|Do not use Devils Claw for more than 8 weeks at a time
harpagophytum-procumbens|Take only the recommended dosage of Devils Claw
harpagophytum-procumbens|Stop using Devils Claw if symptoms worsen
harpagophytum-procumbens|Do not take Devils Claw with other medications
harpagophytum-procumbens|Store Devils Claw in a cool, dry place away from direct sunlight
harpagophytum-procumbens|Wash hands before and after taking Devils Claw
harpagophytum-procumbens|Take Devils Claw only for medicinal purposes
harpagophytum-procumbens|Be aware of potential side effects such as stomach upset and headache
humulus-lupulus|Consult with a doctor first
humulus-lupulus|Dosage is important
humulus-lupulus|Interactions with medications
humulus-lupulus|May cause allergic reactions
humulus-lupulus|Should not be used during pregnancy
humulus-lupulus|Can interact with alcohol
humulus-lupulus|Long-term use may have side effects
humulus-lupulus|May affect liver function
humulus-lupulus|Side effects may include digestive issues
